"ecstasy","joy","serenity","pensiveness","sadness","grief","vigilance","anticipation","interest","distraction","surprise","amazement","rage","anger","annoyance","apprehension","fear","terror","admiration","trust","acceptance","boredom","disgust","loathing","class"
0,0,0,0,0,-0.81,0,0,0,0,0,0,0.73,0,0,0,0,-0.99,0,0,0,0,0,-1.73,"SurpresaTristeza"
0.84,0.6,0.12,-0.14,0,0,0,0,0.53,0,0,-0.9,0,0,0,-0.26,0,0,0.87,0,0.61,0,0,0,"MedoTristeza"
0,0,0.07,-0.09,-0.59,0,0,0,0.34,-0.13,0,0,1,0,0.07,-0.16,0,0,0,0,0.6,-0.09,0,-0.85,"SurpresaTristeza"
0.83,0,0.02,0,-0.51,0,0,0,0.46,0,0,0,0.9,0,0.07,-0.2,0,0,0.7,0,0.3,0,-0.55,0,"Medo"
1.74,0,0.26,-0.03,0,0,0.85,0.35,0,0,0,0,0,0,0.08,-0.24,0,0,0.97,0,0.32,0,0,0,"AlegriaSurpresa"
0,0.66,0,-0.04,0,0,0,0,0,-0.03,0,-0.82,0,0,0.03,0,0,0,0.91,0,0,-0.07,0,0,"Neutro"
0.93,0,0.03,-0.04,0,-0.71,0.85,0,0.54,-0.05,0,0,0,0,0,-0.05,-0.4,0,0.97,0,0.46,-0.08,0,0,"Tristeza"
0,0,0.03,0,0,0,0,0,0.14,-0.04,0,0,0,0,0.05,-0.08,0,0,0,0,0.35,-0.11,0,0,"MedoTristeza"
0.72,0.65,0.03,-0.25,0,-0.93,0,0,0.3,-0.05,-1.1,0,0.7,0,0.04,-0.14,0,0,0.77,0.65,0.13,-0.24,0,-0.86,"NeutroSurpresa"
1.88,0,0,0,0,0,0.8,0,0,-0.1,0,-0.96,0,0,0,0,0,0,1.74,0,0,0,0,0,"AlegriaNeutro"
0,0,0,-0.14,0,0,0,0,0.07,0,0,0,0,0,0.02,0,-0.6,0,0,0,0,0,0,0,"NeutroSurpresa"
1.85,0,0.06,-0.03,0,0,0.85,0,0.23,-0.06,0,-0.88,0,0,0,-0.18,0,0,1.67,0,0.32,0,0,0,"RaivaTristeza"
0,0,0.13,0,-0.4,-0.88,0,0,0.46,0,0,0,0,0,0,-0.15,0,-0.99,0,0,0.31,0,0,-0.72,"NeutroSurpresa"
0.86,0,0.18,-0.14,0,0,0,0,0.17,0,0,0,0.95,0,0.1,0,0,0,0.72,0,0.08,0,0,0,"DesgostoTristeza"
0,0,0.02,0,-0.51,0,0,0,0.16,0,0,0,0.9,0,0.07,0,0,0,0,0,0.18,0,-0.55,0,"RaivaTristeza"
0.91,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,-0.13,0,0,0.79,0,0.19,0,0,0,"Tristeza"
0,0,0.09,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,"Tristeza"
0,0,0,-0.16,0,-0.98,0,0,0.66,-0.07,0,0,0,0.65,0,-0.39,0,-0.82,0,0,0.27,0,-0.64,-0.95,"Surpresa"
0.7,0,0.36,0,0,0,0.94,0,0.46,0,0,0,0,0,0,0,0,0,0.72,0,0.26,0,0,0,"Tristeza"
0,0,0,-0.1,-0.64,0,0,0,0.07,0,0,0,0,0.61,0,-0.22,0,0,0,0,0,-0.06,0,-0.85,"NeutroTristeza"
1.81,0,0,-0.04,0,-0.94,0.85,0,0,-0.08,0,-0.91,0.71,0,0.07,0,0,-0.97,1.83,0,0,-0.2,0,-1.66,"DesgostoNeutro"
0.87,0,0.12,-0.05,0,0,0,0,0.97,0,0,-0.88,0,0,0,-0.46,0,0,0,0.6,0.92,0,0,0,"Alegria"
0.72,0,0.06,-0.08,-0.52,0,0,0,0.21,0,-0.51,0,1.73,0,0,-0.22,0,0,0,0.65,0.45,-0.2,0,-1.94,"AlegriaSurpresa"
0.78,0,0.04,-0.04,0,0,0,0,0.17,0,0,0,0,0,0,-0.16,0,0,0.88,0,0.14,-0.06,0,0,"Tristeza"
0,0,0,0,0,-1.59,0,0,0,0,0,0,0.94,0.52,0,0,0,0,0,0,0,0,0,-0.94,"RaivaSurpresa"
1.49,0,0,0,-1.03,0,0.81,0,0.08,0,-0.51,0,1.63,0,0,0,0,0,0.73,0.65,0.07,0,-0.55,-0.93,"MedoTristeza"
0,0,0.04,-0.12,0,-0.77,0,0,0,-0.01,0,0,0,0,0,-0.17,0,-0.74,0,0,0.17,-0.22,0,-0.72,"NeutroTristeza"
0.77,0,0.1,0,0,-0.99,0.81,0,0.22,0,0,0,0.8,0,0.04,-0.05,0,0,0.73,0,0.41,0,-0.57,0,"Medo"
0.93,0,0.02,-0.08,0,0,0.85,0,0.32,0,0,0,0,0,0.02,-0.24,0,0,0.97,0,0.37,0,0,0,"Alegria"
0,0,0.03,-0.14,0,-0.91,0,0,0.35,0,0,0,0,0.65,0.02,-0.08,0,0,0,0,0.2,0,0,0,"AlegriaSurpresa"
0.77,0,0,0,0,0,0,0,0,0,-0.63,0,0,0,0,0,0,0,0,0.57,0.12,0,0,0,"Tristeza"
0.93,0,0.18,-0.06,0,0,0.85,0,0.58,0,0,0,0,0,0,-0.3,0,-0.75,0.97,0,0.64,-0.04,0,-0.75,"AlegriaTristeza"
0,0,0.2,-0.07,0,0,0,0,0.46,0,0,0,0,0,0,-0.39,0,0,0,0.34,0.32,0,0,0,"NeutroSurpresa"
1.55,0,0,0,0,-0.69,0,0,0.12,0,0,0,1,0,0,0,0,0,0.96,0,0,0,0,-0.84,"AlegriaNeutro"
0.88,0,0,-0.03,0,-0.89,0,0,0.25,0,-0.59,0,0.78,0,0,-0.07,0,0,0,0.53,0.1,0,0,-2.35,"AlegriaNeutro"
1.87,0,0.04,-0.06,-0.44,0,0.85,0,0.29,-0.15,-0.6,0,0,0,0,-0.27,0,0,1.73,0.36,0,0,-0.36,0,"Tristeza"
1.69,0,0.31,0,-0.52,0,0.8,0.35,0.17,0,-0.51,0,0.73,0,0,-0.29,0,0,0,0.65,0.62,0,0,-0.93,"RaivaTristeza"
2.34,0,0,-0.04,0,-1.44,0,0,0.15,0,-1.09,0,0,1.16,0,-0.13,0,0,1.7,0.65,0.23,0,0,-1.69,"Tristeza"
0,0,0.09,-0.21,-0.52,-0.89,0,0,0.47,-0.06,0,0,1.72,0,0,-0.3,0,0,0,0,0.28,-0.05,0,-0.98,"Tristeza"
1.87,0,0.06,0,0,0,1.57,0,0.18,0,0,0,0,0,0,0,0,0,1.73,0,0.18,0,0,0,"DesgostoSurpresa"
0,0,0.29,-0.06,0,-0.91,0,0,0.26,-0.39,0,0,0.75,0,0.16,-0.28,0,0,0,0,0.18,-0.48,0,-0.9,"Alegria"
1.58,0,0.03,0,0,-1.77,0,0,0.33,-0.05,-0.58,0,1.57,0,0.06,-0.22,0,0,0.95,0,0.36,0,-0.53,-0.84,"Tristeza"
0,1.09,0.21,0,0,0,0,0,0.29,0,-0.6,-0.68,0.73,0,0,-0.15,0,0,1.76,0,0.31,0,0,-0.92,"Surpresa"
0.93,0,0,-0.07,0,0,0.85,0,0.76,0,0,0,0,0,0,-0.41,0,0,0.97,0,0.74,0,0,-0.86,"Tristeza"
0,0,0.21,0,0,-0.97,0,0,0.27,-0.07,0,0,0.68,0,0.02,-0.11,0,0,0,0,0.26,0,0,-0.96,"Neutro"
0.93,0,0.15,-0.24,-0.62,0,0.85,0,0.36,-0.25,0,0,0.86,0,0,-0.34,0,0,0.97,0.42,0.51,0,0,-0.99,"Neutro"
0,0,0,-0.22,0,0,0,0,0.62,0,0,0,0,0,0.07,-0.4,0,0,0.82,0,0.4,-0.36,0,0,"Tristeza"
0.93,0,0.04,0,0,-0.75,0.85,0,0.08,0,0,0,0.68,0,0,-0.08,0,0,0.97,0,0.08,0,-0.6,0,"Medo"
1.63,0,0,-0.1,0,-0.76,0.93,0,0.22,-0.06,0,-0.94,0,0,0,-0.15,-0.64,0,1.8,0,0.19,-0.19,0,0,"Surpresa"
0.86,0,0,-0.04,0,0,0,0.34,0.19,0,0,-0.93,0,0,0,-0.24,0,0,0,0.58,0.68,0,0,0,"Surpresa"
0,0,0.1,0,0,0,0,0,0.25,-0.06,0,0,0,0,0,-0.06,0,0,0,0,0.15,0,0,0,"Surpresa"
0,0,0.08,-0.23,0,0,0,0,0.11,-0.06,0,0,0,0,0.04,-0.15,0,0,0,0,0.21,-0.16,0,0,"Neutro"
0,0.66,0.1,0,0,-0.87,0,0,0.1,0,-0.64,0,0.89,0,0,-0.08,0,0,0,0.63,0,0,0,-0.72,"Surpresa"
0,0,0.2,0,-0.52,-0.81,0.88,0,0.24,-0.05,0,0,1.64,0,0,-0.2,0,0,0,0.34,0.05,0,0,-1.82,"Surpresa"
0.93,0.5,0,-0.17,0,0,0,0.45,0.79,0,-0.66,0,0,0,0,-0.6,0,0,0,0.65,1.05,0,0,0,"Alegria"
0.85,0,0.17,0,-0.47,0,0,0.39,0,-0.15,-0.55,0,0,0,0.15,-0.17,0,0,0,0.54,0.06,-0.44,0,0,"Neutro"
0.89,0,0,0,0,0,0.72,0,0,-0.05,0,0,0,0,0,0,0,0,0.92,0,0.05,0,0,0,"Medo"
0,0,0.21,0,0,0,0,0,0.56,0,0,0,0,0,0.04,-0.33,0,0,0,0,0.96,0,0,0,"Tristeza"
0,0.63,0,-0.14,0,-1.43,0,0,0.27,0,0,-0.88,1.69,0,0.02,-0.15,0,0,0.78,0,0.26,0,-0.55,-0.83,"Neutro"
0,0,0.09,-0.12,0,-0.89,0,0,0.18,0,0,0,0.94,0,0,-0.13,0,0,0,0,0.11,0,0,0,"Medo"
0,0,0.06,-0.14,0,0,0,0,0.42,0,0,0,0,0,0.02,-0.28,0,0,0,0.35,0.18,0,0,0,"Medo"
0.93,0,0.06,-0.06,0,-0.99,0.85,0,0.21,0,0,0,0,0,0,-0.1,0,-0.8,0.97,0,0.25,0,0,0,"Tristeza"
0,0,0,-0.04,0,0,0,0,0.32,0,0,0,0,0,0,-0.06,0,0,0,0,0.16,0,0,0,"Surpresa"
0,0.63,0.29,0,-0.53,0,0,0,0.29,-0.13,0,-0.88,0.8,0,0.03,-0.2,0,0,0.78,0,0.3,0,0,-0.73,"Tristeza"
0,0,0.14,0,-0.55,-0.91,0,0,0.28,0,0,0,0.96,0,0.04,-0.11,0,-0.73,0,0,0.25,0,0,-1.72,"Tristeza"
0,0,0.2,0,0,0,0,0.35,0.16,-0.06,0,0,0,0,0.16,-0.2,0,0,0,0.38,0.29,0,0,0,"Neutro"
0.93,0,0.03,-0.18,0,-0.87,0.85,0,0.46,0,0,0,0.94,0,0.02,-0.25,0,0,0.97,0,0.65,0,-0.58,0,"Tristeza"
0.77,0,0,0,0,0,0.71,0,0.55,-0.05,0,0,0,0,0.08,-0.25,0,0,0.96,0.42,0.43,0,0,0,"Neutro"
0.93,0,0.13,0,0,0,0.85,0.56,0.16,-0.1,0,0,0,0,0,-0.15,-0.34,0,0.97,0,0.42,0,0,0,"Tristeza"
0.88,0,0.04,0,0,0,0,0,0.22,0,-0.59,0,0,0,0,-0.1,0,-0.75,0,0.53,0.07,0,0,-0.75,"Alegria"
0,0,0.07,-0.07,0,0,0,0,0.13,-0.11,0,0,0,0,0.07,-0.06,0,0,0,0,0.12,-0.16,0,0,"Neutro"
0,0,0,0,0,-0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,-0.72,"Surpresa"
0.84,0.66,0.09,-0.15,0,-0.76,0,0,0.28,0,-0.61,0,0,0.59,0,-0.16,0,0,0.69,0,0.42,-0.05,0,-0.72,"Medo"
2.52,0,0.08,-0.25,0,0,0,0,0.45,-0.01,0,-2.61,0,0,0.04,-0.19,0,0,2.57,0,0.21,0,0,0,"Neutro"
0,0,0.21,0,0,0,0,0,0.19,0,0,0,0,0,0.02,-0.38,0,0,0,0,0.31,-0.08,0,0,"Neutro"
0.93,0,0.03,-0.12,0,0,1.56,0,0,-0.17,0,0,0,0,0,-0.08,0,0,1.9,0,0,-0.22,0,0,"Alegria"
0.75,0,0,0,0,-0.89,0,0,0.6,-0.05,0,0,0.94,0,0,-0.4,0,0,0.86,0,0.29,0,0,0,"Medo"
0,0.65,0.27,0,0,0,0,0,0.23,-0.05,-0.59,0,0,0,0,0,0,0,0.77,0,0.2,0,0,0,"Neutro"
0,0,0.04,0,0,0,0,0,0,0,0,0,0.96,0,0,-0.08,0,0,0,0,0,-0.06,0,-0.81,"Medo"
0.85,0,0.06,-0.07,0,-0.89,0,0,0.45,0,-0.55,0,0.94,0,0.07,-0.17,0,0,0,0.54,0.36,0,0,-0.88,"Neutro"
0,0,0.04,-0.04,0,0,0,0,0.37,0,0,0,0,0,0.06,-0.28,0,0,0,0,0.35,-0.03,0,0,"Medo"
0.88,0,0,-0.13,0,0,0,0,0.26,-0.08,-0.59,0,0.82,0,0,-0.11,0,0,0,0.53,0.15,-0.07,0,-1.65,"Medo"
0,0,0.06,-0.07,0,0,0,0,0.26,0,0,0,0,0,0,-0.16,0,0,0,0,0.24,0,0,0,"Alegria"
1.93,0,0.04,0,0,0,1.57,0,0.13,0,0,0,0,0,0,-0.08,0,0,1.74,0,0.1,0,0,0,"Surpresa"
0,0,0,-0.03,0,-0.7,0,0,0.09,0,0,0,0,0.52,0,0,0,0,0,0,0.2,0,0,-0.94,"Neutro"
0.82,0.61,0.03,-0.03,-0.57,-0.97,0,0,0.34,0,-0.53,-0.84,1.42,0,0,-0.21,0,0,1.63,0,0.33,0,0,-1.74,"Medo"
0,0.52,0.03,-0.04,0,0,0,0,0.08,-0.01,-0.55,0,0,0,0.03,0,0,0,0.69,0,0,-0.04,0,0,"Surpresa"
0.72,0,0.09,-0.04,-0.62,-0.87,0,0,0.31,0,-0.63,0,0.89,0.66,0,-0.15,0,-0.87,0.9,0,0.37,-0.08,0,-1.66,"Alegria"
0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Surpresa"
1.81,0,0,0,0,-0.86,0,0,0.12,0,0,-1.65,0.9,0,0,0,0,0,0.91,0.58,0,0,0,-0.81,"Medo"
0,0,0.23,-0.2,0,-0.83,0,0,0.66,0,0,0,0,0,0,-0.49,-0.39,0,0,0.34,0.17,-0.11,0,0,"Surpresa"
0.78,0,0.14,0,-0.65,0,0,0,0,-0.13,0,0,0.94,0,0,-0.06,0,0,0,0,0,-0.06,0,-0.85,"Tristeza"
0.77,0.57,0.12,-0.17,0,-0.77,0,0,0.5,-0.05,-1.27,-0.8,0,0.58,0.04,-0.11,0,0,1.55,0.37,0.28,-0.12,0,-0.78,"Surpresa"
0,0,0,-0.19,0,-0.91,0,0,0,0,0,0,0.93,0,0,-0.14,0,0,0,0,0,-0.16,0,-0.72,"Medo"
1.85,0,0,0,0,-0.94,0.8,0,0,0,-0.59,-0.75,0,0,0.02,0,0,-0.7,0,0.53,0,-0.06,0,0,"Medo"
0,0,0.24,0,0,-1.74,0,0,0.53,-0.15,0,0,0,0,0.14,-0.14,-0.39,-0.72,0,0,0.29,-0.38,0,-0.9,"Neutro"
0.72,0.64,0,-0.12,0,0,0,0.64,0.12,0,-0.51,0,0,0,0,-0.59,0,0,0,0.65,0.47,0,0,0,"Surpresa"
0,0,0.1,-0.04,0,0,0,0,0.65,-0.02,-0.66,0,0,0,0.05,-0.31,0,0,0,0.36,0.3,-0.07,0,0,"Medo"
0,0.59,0.04,-0.05,-0.53,0,0,0.65,0.08,0,0,0,0.68,0,0.05,-0.39,0,0,0,0,0.43,0,0,-0.73,"Neutro"
0.85,0,0,0,-0.64,0,0,0,0,0,0,-0.7,0.68,0,0,0,0,0,0.91,0,0,0,0,-0.72,"Tristeza"
0,0,0.05,-0.1,-0.53,-0.83,0,0,0.76,0,0,0,0.98,0,0.01,-0.3,-0.39,0,0,0,0.5,-0.23,-0.54,0,"RaivaTristeza"
0,0.6,0.26,-0.03,0,0,0,0,0.76,-0.13,0,0,0,0,0,-0.5,0,0,0,0,0.61,-0.12,0,0,"AlegriaNeutro"
0,0,0.19,-0.18,0,0,0,0,0.4,0,0,0,0,0,0.02,-0.28,0,0,0,0,0.4,-0.13,0,0,"Neutro"
0,0,0.05,0,0,0,0,0,0.13,0,0,0,0,0,0,-0.13,0,0,0,0,0.06,0,0,0,"NeutroSurpresa"
1.57,0,0.17,0,0,0,0,0,0.54,0,0,-0.85,0,0,0,-0.32,0,0,1.66,0,0.55,0,0,0,"AlegriaNeutro"
0,0,0.07,-0.18,0,0,0,0,0.42,-0.04,0,0,0,0,0,-0.4,0,0,0,0,0.7,-0.07,0,0,"NeutroTristeza"
0,0.63,0.19,0,0,0,0,0,0.14,0,0,-0.97,0,0,0.02,-0.08,0,0,0.68,0,0.21,0,0,0,"Neutro"
1.63,0,0.07,-0.14,-1.09,0,1.65,0.39,0.07,-0.09,0,0,0,0.66,0.07,-0.22,0,0,0.73,0,0.12,-0.26,0,-0.96,"DesgostoMedo"
0,0,0.08,0,0,0,0,0,0.29,0,0,0,0,0,0,-0.14,0,0,0,0,0.33,0,0,0,"Tristeza"
0.93,0,0.13,-0.06,0,-0.89,0.85,0,0.65,0,0,0,0,0,0,-0.52,0,-0.8,0.97,0.37,0.29,0,0,-1.72,"DesgostoTristeza"
0,0,0.06,-0.18,0,0,0,0,0.82,0,0,0,0,0,0,-0.54,0,0,0,0.44,0.37,0,0,0,"Alegria"
0.99,0,0.44,-0.14,0,0,0,0.35,0.17,0,-0.51,0,0,0,0.07,-0.32,0,0,0,0.6,0.51,0,0,0,"AlegriaNeutro"
0.93,1.03,0,0,0,-1.62,0.85,0.42,0.28,0,-0.55,0,0,0,0,-0.32,-0.45,0,0.97,1.03,0,-0.05,0,-0.73,"NeutroSurpresa"
0,0,0,0,0,-0.96,0,0,0.31,0,0,0,0,0,0.16,-0.14,0,0,0,0,0.33,0,0,-0.98,"Neutro"
0,0.61,0.13,-0.11,0,0,0,0.6,0.11,-0.03,0,0,0,0,0.09,-0.33,0,0,0,0.4,0.32,-0.16,0,0,"NeutroSurpresa"
0,0,0,-0.12,-0.51,0,0,0,0,-0.01,0,0,0.9,0,0,-0.08,0,0,0,0,0,-0.22,-0.55,0,"DesgostoTristeza"
0,0,0,-0.09,0,-0.93,0,0,0.4,0,0,0,0.72,0,0,-0.16,0,0,0,0,0.11,0,0,-0.98,"Neutro"
0,0,0.14,-0.07,0,-0.74,0,0,0.14,-0.05,0,0,0.73,0.51,0,-0.29,0,-0.75,0,0,0.14,-0.16,0,-3.29,"Surpresa"
0.97,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,"MedoTristeza"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MedoTristeza"
0,0,0.16,-0.07,0,0,0,0,0.49,-0.12,0,0,0.92,0,0.04,-0.43,0,0,0,0.37,0.59,-0.11,0,-0.79,"AlegriaNeutro"
0,0,0.04,0,0,0,0,0,0.14,0,0,0,0,0,0,-0.1,0,0,0,0,0.07,0,0,0,"AlegriaNeutro"
1.57,0,0.19,0,0,0,0.76,0,0.29,0,0,-0.8,0,0,0.01,0,0,0,0.87,0,0.28,0,0,0,"AlegriaNeutro"
0.93,0,0.08,-0.21,0,0,0.85,0,0.37,-0.05,0,0,0,0,0.06,-0.32,0,0,0.97,0,0.43,-0.26,0,0,"Tristeza"
0.78,0,0.25,-0.03,0,0,0,0,0.44,0,0,0,0,0,0,-0.34,0,0,0,0.34,0.27,0,0,0,"DesgostoTristeza"
0.78,0,0.04,-0.16,0,0,0.8,0,0.59,-0.05,0,0,0,0,0.04,-0.29,0,0,0.83,0,0.51,-0.15,0,0,"SurpresaTristeza"
0,0,0.02,0,0,-0.7,0,0,0.16,0,0,0,0,0.52,0,-0.2,0,0,0,0,0.23,0,0,-0.94,"DesgostoNeutro"
1.85,0.52,0,0,0,0,0.85,0,0.31,0,0,-0.76,0,0,0,-0.23,0,0,1.8,0,0.65,0,0,0,"RaivaTristeza"
1,0,0.03,-0.08,0,-0.76,0.72,0,0.34,0,0,0,0,0,0,-0.05,-0.64,0,0.77,0,0.4,0,0,0,"Neutro"
0.8,0.51,0,-0.04,0,0,0.76,0.51,0.4,0,0,0,0,0,0,-0.42,0,0,0.96,0,0.62,0,0,0,"RaivaTristeza"
0.96,0,0.04,-0.17,0,-0.85,0.92,0,0.2,0,0,0,0.78,0,0.03,-0.18,0,0,0.9,0,0.64,0,0,-0.9,"Surpresa"
1.46,0.66,0.09,-0.03,0,0,0,0.64,0.23,-0.05,-0.51,-0.81,0,0,0.03,-0.48,0,0,0,1.26,0.83,0,0,0,"Medo"
1,0.56,0,-0.13,0,0,0.8,0,0.26,-0.05,0,-0.7,0,0,0.03,-0.06,0,0,1.85,0,0.11,-0.04,0,0,"Tristeza"
0.89,0,0.18,-0.07,0,-0.98,0.88,0,0.28,-0.15,0,0,0,0,0.2,-0.17,0,0,0,0,0.28,-0.27,0,-0.92,"Neutro"
1.54,0,0,-0.14,0,-0.89,0,0,0.17,0,-0.65,0,0.94,0,0.02,-0.11,0,0,0.79,0,0.22,0,0,0,"AlegriaNeutro"
0,0,0.04,0,0,0,0,0,0.14,0,0,0,0,0,0,-0.07,0,0,0,0,0.07,0,0,0,"Tristeza"
0,0,0.03,0,0,0,0,0,0.07,-0.05,0,0,0,0,0,-0.11,0,0,0,0,0.23,-0.07,0,0,"Tristeza"
0,0.56,0.03,-0.04,0,0,0,0,0.34,0,-0.55,0,0,0,0,-0.21,0,0,0,1.05,0,0,0,0,"Tristeza"
0,0,0.06,0,0,0,0,0,0.27,0,0,0,0,0,0,-0.28,0,0,0,0.35,0.1,0,0,-0.95,"DesgostoTristeza"
0,0,0.03,-0.33,0,0,0,0,0.6,-0.08,0,0,0,0,0,-0.41,0,0,0,0,0.47,-0.09,0,0,"Neutro"
0,0,0.07,0,0,0,0,0,0.43,-0.25,0,0,0,0,0.15,-0.36,0,0,0,0,0.71,-0.22,0,0,"SurpresaTristeza"
1.54,0,0.04,-0.2,0,0,0.87,0,0,0,-0.65,0,0,0,0,-0.22,0,0,0,0.56,0,-0.35,0,0,"Tristeza"
0,0,0.03,0,0,0,0,0,0.09,0,0,0,0.73,0,0.18,-0.06,0,0,0,0,0.25,0,0,-0.92,"NeutroSurpresa"
0,0,0.1,0,0,-1.91,0,0,0.28,0,0,0,0.69,0.58,0,-0.07,0,0,0,0,0.34,0,-1.19,0,"Neutro"
0.77,0,0,0,0,0,0,0,0,-0.05,0,0,0,0,0,0,0,0,0.96,0,0.05,0,0,0,"DesgostoTristeza"
0,0,0,-0.28,0,0,0,0,0.36,-0.04,0,0,0,0,0,-0.17,0,0,0,0,0.28,-0.1,0,0,"MedoTristeza"
1.93,0,0,-0.04,0,-0.91,1.57,0,0.54,-0.05,0,0,0.85,0,0,-0.34,0,0,1.74,0.44,0.24,0,0,-0.77,"MedoRaiva"
0,0.66,0,0,0,0,0,0,0,0,0,-0.82,0,0,0,0,0,0,0.91,0,0,0,0,0,"MedoTristeza"
0.94,0,0.08,0,-1.8,-0.85,0,0.38,0,-0.03,0,0,2.6,0,0.05,-0.22,0,0,0,0,0.05,-0.16,0,-2.73,"Desgosto"
0,0,0,0,0,-1.86,0,0,0.4,0,0,0,1.64,0,0.02,-0.2,0,0,0,0,0.31,0,0,-0.96,"Alegria"
1.65,0,0.04,-0.08,0,-0.89,0.85,0,0.38,-0.06,-0.51,0,0.69,0,0.01,-0.47,0,0,0.97,0.65,0.44,-0.15,0,-0.84,"Alegria"
0,0,0,0,0,-0.75,0,0,0.15,0,0,0,0.72,0,0,0,0,0,0.99,0,0.15,0,0,-0.73,"NeutroTristeza"
2.58,0,0,-0.06,0,0,0.85,0,0.14,0,-1.17,-0.75,0,0,0.01,-0.1,0,-0.99,0.97,1.3,0.1,0,0,-0.89,"SurpresaTristeza"
0,0,0.05,-0.07,0,-0.83,0.71,0,0.56,-0.05,0,0,0.9,0,0,-0.16,0,0,0.93,0,0.43,0,0,-0.67,"Tristeza"
0,0,0,0,0,-0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.74,"SurpresaTristeza"
1.82,0,0.03,0,0,-2.62,0,0,0.14,0,-1.17,0,2.31,0,0,-0.21,0,-0.97,0,1.07,0.22,-0.15,-0.6,-2.75,"AlegriaSurpresa"
