"ecstasy","joy","serenity","pensiveness","sadness","grief","vigilance","anticipation","interest","distraction","surprise","amazement","rage","anger","annoyance","apprehension","fear","terror","admiration","trust","acceptance","boredom","disgust","loathing","class"
0,0,29.575425,0,0,18.60964,0,0,29.575425,18.60964,0,0,0,0,7.643856,21.931569,7.643856,10.965784,0,0,10.965784,26.253497,0,10.965784,"Neutro"
7.380822,9.965784,0,16.60964,0,0,0,9.965784,7.965784,8.643856,7.380822,0,0,0,0,33.956247,0,0,0,7.380822,18.60964,7.965784,0,0,"Surpresa"
0,0,18.931569,25.327497,0,0,0,0,23.327497,10.965784,9.965784,0,0,0,10.965784,33.293282,0,0,0,9.965784,23.327497,10.965784,0,0,"Medo"
0,10.965784,6.107803,17.931569,10.965784,0,0,10.965784,8.965784,26.039372,0,0,10.965784,0,6.107803,28.897353,0,0,0,0,17.073588,17.931569,0,10.965784,"Neutro"
6.878321,0,0,0,9.965784,0,0,0,0,9.965784,0,6.878321,9.965784,0,0,6.878321,0,0,6.878321,0,0,0,0,9.965784,"Tristeza"
0,8.380822,17.539251,0,0,0,0,0,17.539251,0,0,8.380822,0,0,8.158429,17.761644,0,0,8.380822,0,17.539251,0,0,0,"Neutro"
0,0,10.965784,26.649425,0,0,0,0,37.61521,0,0,0,0,0,0,37.61521,0,0,0,9.965784,27.649425,0,0,0,"Alegria"
10.965784,0,10.965784,36.030247,0,12.316859,10.965784,0,17.683641,41.629249,0,0,12.316859,0,10.965784,46.996031,0,0,10.965784,0,36.030247,10.965784,0,12.316859,"Surpresa"
16.761644,0,17.60964,9.380822,0,9.965784,16.761644,0,19.346606,17.60964,0,0,0,0,17.60964,36.10825,0,0,0,0,9.380822,34.371284,0,9.965784,"Neutro"
0,0,7.506353,39.693212,0,0,0,0,20.931569,26.267996,0,0,0,0,0,47.199565,0,0,0,0,28.437921,18.761644,0,0,"Neutro"
0,0,17.176681,0,0,32.897353,0,0,17.176681,32.897353,0,0,10.965784,21.931569,0,17.176681,0,0,0,0,17.176681,0,32.897353,0,"Neutro"
9.380822,0,9.380822,0,28.897353,6.158429,0,10.965784,0,42.851641,0,0,24.089998,0,9.380822,20.346606,0,0,0,0,9.380822,20.346606,0,24.089998,"Desgosto"
11.989054,0,10.965784,37.885857,0,10.965784,3.02327,0,21.931569,37.885857,8.965784,0,10.965784,0,10.965784,49.874911,0,0,3.02327,8.965784,28.505035,20.346606,0,10.965784,"Alegria"
0,0,18.024678,17.333501,0,8.380822,8.380822,0,23.70506,11.653119,0,0,8.380822,0,0,35.358179,0,0,8.380822,0,26.977357,0,0,8.380822,"Tristeza"
11.989054,16.316859,0,0,0,0,11.989054,0,0,0,16.316859,0,0,0,0,28.305913,0,0,28.305913,0,0,0,0,0,"Tristeza"
26.064463,0,18.60964,0,0,0,0,0,18.60964,6.717857,0,19.346606,0,0,0,44.674103,0,0,9.380822,9.965784,9.965784,15.361713,0,0,"Tristeza"
0,0,0,12.954289,7.158429,7.643856,0,0,20.598145,7.158429,0,0,7.158429,0,0,12.954289,7.643856,0,0,0,8.158429,12.439715,0,7.158429,"Neutro"
10.965784,0,8.965784,10.965784,7.158429,28.897353,0,7.158429,19.931569,28.897353,0,10.965784,10.965784,0,8.965784,29.089998,0,17.931569,0,10.965784,8.965784,18.124214,0,28.897353,"Tristeza"
9.965784,0,16.761644,46.543519,15.722115,0,9.965784,9.965784,53.339378,15.722115,0,0,5.756331,0,9.965784,73.270947,0,0,0,16.761644,16.646166,49.828921,0,5.756331,"Tristeza"
0,0,10.965784,24.874985,0,9.380822,0,0,27.196913,18.024678,0,0,0,0,18.024678,27.196913,0,0,0,0,35.840769,0,0,9.380822,"Neutro"
0,0,22.039372,13.522178,0,0,0,0,20.80989,14.751659,0,0,0,0,10.986125,24.575425,0,0,0,15.931569,14.751659,4.878321,0,0,"Neutro"
0,0,5.680382,7.265345,0,0,0,5.680382,0,7.265345,0,0,0,0,0,12.945727,0,0,0,0,5.680382,7.265345,0,0,"Neutro"
9.965784,0,14.176681,9.965784,0,15.346606,9.965784,0,16.346606,23.142465,0,0,9.965784,5.380822,0,34.10825,0,0,9.965784,0,16.346606,7.795859,0,15.346606,"Tristeza"
0,0,16.60964,9.965784,0,0,0,0,16.60964,9.965784,0,0,0,0,0,26.575425,0,0,0,0,16.60964,9.965784,0,0,"Neutro"
0,0,7.265345,26.727428,0,10.965784,0,0,23.026988,21.931569,0,0,10.965784,0,10.965784,12.061204,0,10.965784,0,0,0,33.992772,0,10.965784,"Alegria"
0,8.643856,21.804596,0,0,5.083141,0,14.324238,16.124214,5.083141,0,0,5.083141,0,0,30.448452,0,0,0,14.802286,15.646166,0,0,0,"Neutro"
28.575425,0,18.124214,24.203866,9.965784,0,10.965784,0,39.055782,13.238082,0,17.60964,9.965784,0,0,70.903504,0,0,28.575425,0,42.32808,0,0,9.965784,"Neutro"
13.989054,0,19.931569,30.044555,0,0,11.989054,0,31.629517,20.346606,0,0,0,0,9.380822,54.584356,0,0,22.954838,0,27.089998,13.920341,0,0,"Neutro"
6.795859,0,34.733854,0,0,0,0,0,27.575425,13.954289,0,0,0,0,16.124214,25.4055,0,0,0,0,34.733854,6.795859,0,0,"Neutro"
21.931569,0,0,6.573467,0,0,0,0,0,6.573467,21.931569,0,0,0,0,28.505035,0,0,0,21.931569,6.573467,0,0,0,"Neutro"
9.965784,0,0,45.859598,0,0,9.965784,0,30.90531,14.954289,0,0,0,0,11.451788,44.373594,0,0,9.965784,0,15.061204,30.798394,0,0,"Neutro"
0,8.965784,29.575425,7.643856,0,0,0,0,29.575425,7.643856,0,0,0,0,9.965784,36.219281,0,0,8.965784,0,29.575425,7.643856,0,0,"Neutro"
0,9.965784,9.965784,4.878321,0,0,0,0,14.844106,0,0,9.965784,0,0,4.878321,19.931569,0,0,9.965784,0,9.965784,4.878321,0,0,"Neutro"
0,7.965784,18.472137,36.275172,10.965784,15.150209,0,18.931569,35.703266,34.194252,0,0,28.437921,7.265345,7.506353,45.619468,0,0,0,7.965784,20.931569,24.228468,7.265345,28.437921,"Neutro"
3.02327,0,14.954289,0,0,0,3.02327,0,7.795859,7.158429,0,0,0,0,0,17.977558,0,0,3.02327,0,14.954289,0,0,0,"Neutro"
16.346606,0,0,23.80989,0,0,0,0,4.878321,18.931569,16.346606,0,0,0,4.878321,35.278175,0,0,8.965784,7.380822,0,14.844106,0,8.965784,"Neutro"
0,0,0,17.124214,0,0,8.965784,0,0,8.158429,0,0,0,0,0,17.124214,0,0,0,0,0,17.124214,0,0,"Tristeza"
14.196859,0,0,18.931569,0,0,0,0,8.965784,9.965784,4.816037,9.380822,0,0,9.965784,23.162643,0,0,9.380822,4.816037,8.965784,9.965784,0,0,"Neutro"
0,0,7.643856,26.687899,0,5.380822,0,0,0,39.712577,0,0,10.965784,5.380822,7.643856,15.722115,0,0,9.965784,0,7.643856,5.756331,0,16.346606,"Tristeza"
6.795859,0,14.60964,10.965784,0,0,0,0,25.575425,6.795859,0,0,0,0,10.965784,21.4055,0,0,0,0,25.575425,6.795859,0,0,"Tristeza"
10.965784,0,0,8.965784,0,0,0,0,8.965784,10.965784,0,0,0,0,0,19.931569,0,0,10.965784,0,8.965784,0,0,0,"Neutro"
10.965784,0,0,45.089141,0,0,0,0,16.098679,28.990462,10.965784,0,0,0,0,46.674103,0,9.380822,21.931569,0,16.098679,8.643856,0,9.380822,"Alegria"
0,0,0,13.238082,0,5.083141,0,0,9.965784,8.355439,0,0,5.083141,0,0,13.238082,0,0,0,0,13.238082,0,0,0,"Neutro"
0,0,0,27.727428,0,9.380822,0,0,27.727428,9.380822,0,0,0,9.380822,7.795859,19.931569,0,0,0,0,16.761644,10.965784,0,9.380822,"Tristeza"
10.965784,0,9.965784,19.931569,0,10.965784,0,0,29.897353,21.931569,0,0,10.965784,0,19.931569,20.931569,0,0,0,0,19.931569,20.931569,10.965784,0,"Neutro"
0,7.380822,0,19.261635,0,0,0,0,13.505304,5.756331,0,7.380822,0,0,0,26.642457,0,0,7.380822,0,8.965784,10.29585,0,0,"Neutro"
0,0,16.024678,27.990462,0,0,0,0,44.01514,0,0,0,0,0,9.965784,34.049356,0,0,0,0,44.01514,0,0,0,"Neutro"
7.643856,0,10.965784,16.939525,10.965784,5.083141,0,10.965784,27.90531,5.083141,7.643856,0,5.083141,0,4.878321,41.636629,0,0,0,7.643856,18.231129,20.639965,0,0,"Neutro"
6.506353,0,0,20.346606,0,0,6.506353,0,10.965784,9.380822,0,0,0,0,0,26.852959,0,0,6.506353,0,10.965784,9.380822,0,0,"Neutro"
8.965784,7.265345,9.965784,16.844106,0,6.506353,0,18.231129,9.965784,12.384674,8.965784,0,0,0,0,43.041019,0,6.506353,0,16.231129,26.80989,6.506353,0,0,"Medo"
0,0,17.60964,29.999725,0,0,0,0,15.761644,31.847722,0,0,0,0,17.60964,29.999725,0,0,0,0,36.643581,0,0,10.965784,"Desgosto"
0,0,16.761644,21.931569,0,9.380822,0,8.965784,7.795859,31.31239,0,0,0,0,7.795859,30.897353,0,9.380822,0,8.965784,7.795859,21.931569,0,9.380822,"Surpresa"
0,0,16.844106,10.965784,0,0,0,0,16.844106,20.931569,0,0,9.965784,0,9.965784,17.844106,0,0,0,0,16.844106,10.965784,0,9.965784,"Medo"
17.287712,0,10.965784,18.346606,0,8.158429,0,0,18.346606,8.158429,28.253497,0,0,0,0,46.600103,0,8.158429,0,25.668534,10.965784,18.124214,0,0,"Alegria"
24.954838,0,40.693212,19.346606,0,0,3.02327,0,27.142465,43.863137,10.965784,0,0,0,10.965784,74.028872,0,0,3.02327,30.31239,40.693212,10.965784,0,0,"Neutro"
9.965784,0,0,0,0,8.965784,9.965784,0,0,8.965784,0,0,8.965784,0,0,9.965784,0,0,9.965784,0,0,0,0,8.965784,"Neutro"
7.380822,0,0,3.272297,0,0,0,0,0,3.272297,7.380822,0,0,0,0,10.653119,0,0,0,7.380822,3.272297,0,0,0,"Desgosto"
0,0,17.539251,0,0,10.965784,0,0,17.539251,10.965784,0,0,0,10.965784,0,17.539251,0,0,0,0,17.539251,0,0,10.965784,"Alegria"
0,0,0,33.411926,0,0,0,0,15.802286,17.60964,0,0,17.60964,0,0,15.802286,0,0,0,0,15.802286,9.965784,0,7.643856,"Desgosto"
9.965784,9.965784,0,16.761644,0,0,0,0,16.761644,0,0,19.931569,0,0,0,36.693212,0,0,19.931569,0,16.761644,0,0,0,"Desgosto"
8.643856,0,7.795859,20.931569,0,8.380822,0,0,18.761644,18.346606,8.643856,0,0,0,9.965784,35.786322,0,0,0,8.643856,18.761644,9.965784,0,8.380822,"Neutro"
0,0,0,29.764447,0,0,0,0,18.798663,10.965784,0,0,0,0,4.878321,24.886126,0,0,0,0,9.380822,20.383625,0,0,"Surpresa"
9.965784,9.380822,0,4.878321,0,9.965784,0,0,4.878321,19.931569,0,9.380822,9.965784,0,4.878321,19.346606,0,0,9.965784,9.380822,0,4.878321,0,9.965784,"Desgosto"
0,0,8.158429,6.573467,0,8.380822,0,0,6.573467,16.539251,0,0,8.380822,0,0,14.731896,0,0,0,0,14.731896,0,8.380822,0,"Medo"
9.380822,0,9.380822,16.60964,0,0,9.380822,0,25.990462,0,0,0,0,0,0,35.371284,0,0,0,0,25.990462,9.380822,0,0,"Surpresa"
4.816037,0,0,0,7.158429,6.506353,0,7.158429,0,6.506353,4.816037,0,0,0,0,11.974467,0,6.506353,0,4.816037,0,7.158429,0,6.506353,"Desgosto"
0,0,0,22.389558,0,0,0,0,6.265345,16.124214,0,0,7.965784,0,0,14.423774,0,0,0,0,6.265345,8.158429,0,7.965784,"Tristeza"
0,0,0,10.965784,0,0,0,0,10.965784,0,0,0,0,0,0,10.965784,0,0,0,0,10.965784,0,0,0,"Neutro"
9.380822,0,9.380822,9.150619,8.643856,9.380822,0,0,0,36.556119,0,9.380822,18.024678,0,0,27.912262,0,0,9.380822,0,3.272297,9.380822,0,23.902999,"Tristeza"
0,0,18.346606,15.522178,0,6.506353,0,0,33.868784,6.506353,0,0,0,0,9.965784,23.902999,0,6.506353,0,0,25.224928,15.150209,0,0,"Tristeza"
0,0,18.931569,6.380822,0,13.771697,0,0,25.31239,23.737482,0,0,0,9.965784,6.380822,26.196913,0,6.506353,0,0,25.31239,6.506353,9.965784,7.265345,"Neutro"
19.460641,10.965784,0,18.124214,0,0,17.346606,0,18.124214,7.158429,5.92139,0,0,0,0,37.584855,10.965784,0,19.460641,19.124214,9.965784,0,0,0,"Medo"
0,0,10.965784,26.687899,0,0,0,0,20.931569,16.722115,0,0,0,0,9.965784,16.722115,0,0,0,0,9.965784,16.722115,0,0,"Neutro"
0,0,7.965784,9.965784,0,0,0,0,7.965784,9.965784,0,0,9.965784,0,7.965784,0,0,0,0,0,7.965784,0,0,9.965784,"Neutro"
0,0,0,28.213432,0,7.380822,0,0,20.83261,14.761644,0,0,7.380822,0,0,28.213432,0,0,0,0,15.036751,13.176681,0,7.380822,"Tristeza"
12.404092,0,19.931569,20.931569,0,7.643856,12.404092,8.965784,31.897353,7.643856,0,0,7.643856,0,0,53.267229,0,0,12.404092,8.965784,21.931569,9.965784,0,7.643856,"Neutro"
15.287712,0,18.529597,9.756643,0,7.643856,0,0,22.178436,13.751659,15.287712,0,7.643856,0,15.864446,27.709506,0,0,0,15.287712,18.529597,9.756643,0,7.643856,"Neutro"
10.965784,0,23.33511,11.302212,0,16.931569,0,7.795859,26.841463,16.931569,0,10.965784,0,7.965784,0,54.568891,0,0,10.965784,0,21.683034,12.954289,7.965784,8.965784,"Tristeza"
0,22.97254,0,14.238082,10.965784,6.158429,0,9.380822,21.931569,9.430727,13.591719,0,6.158429,0,0,26.244838,21.931569,0,13.591719,0,34.584688,0,0,6.158429,"Neutro"
6.717857,10.965784,7.795859,61.23889,0,0,6.717857,10.965784,43.266679,25.76807,0,0,6.643856,0,8.158429,71.916104,0,0,0,0,54.232463,25.84207,0,6.643856,"Neutro"
0,0,9.965784,17.346606,0,0,0,0,27.31239,0,0,0,0,0,0,27.31239,0,0,0,0,18.346606,8.965784,0,0,"Tristeza"
3.02327,0,40.055782,10.965784,9.965784,6.506353,3.02327,0,30.089998,37.403706,0,0,0,0,8.158429,55.852191,0,6.506353,3.02327,0,40.055782,10.965784,9.965784,6.506353,"Raiva"
0,0,0,8.158429,10.965784,14.302212,0,10.965784,8.158429,14.302212,0,0,7.795859,0,0,19.124214,0,6.506353,0,0,8.158429,17.472137,0,7.795859,"Tristeza"
0,10.965784,6.717857,0,0,0,0,0,0,6.717857,0,10.965784,0,0,0,17.683641,0,0,10.965784,0,0,6.717857,0,0,"Neutro"
8.643856,0,29.265899,20.931569,10.965784,5.380822,0,0,23.387578,43.156496,8.643856,0,10.965784,5.380822,0,48.87554,0,9.965784,0,8.643856,23.387578,16.844106,0,26.31239,"Neutro"
0,0,8.965784,31.523287,0,0,0,0,40.489071,0,0,0,0,0,0,40.489071,0,0,0,15.761644,19.931569,4.795859,0,0,"Neutro"
6.380822,0,0,8.965784,0,0,6.380822,0,0,8.965784,0,0,0,0,0,15.346606,0,0,6.380822,0,0,8.965784,0,0,"Neutro"
12.989054,0,10.965784,10.965784,0,0,3.02327,0,10.965784,20.931569,0,0,0,0,0,34.920623,0,0,12.989054,0,10.965784,10.965784,0,0,"Tristeza"
6.643856,0,22.364023,19.663733,0,10.965784,0,5.680382,23.663733,23.649425,0,6.643856,0,0,6.965784,41.705828,0,10.965784,6.643856,0,30.522452,11.505304,0,10.965784,"Medo"
0,0,0,23.534883,6.643856,29.897353,0,0,4.556393,55.519699,0,0,17.656562,0,0,24.487962,0,17.931569,0,0,4.556393,0,0,55.519699,"Medo"
6.643856,0,9.965784,3.272297,0,0,0,0,9.965784,9.916154,0,0,0,0,0,19.881938,0,0,0,0,3.272297,16.60964,0,0,"Medo"
16.170204,0,8.965784,18.33011,0,0,16.170204,0,6.573467,20.722427,0,0,0,0,0,43.466098,0,0,16.170204,0,15.539251,0,0,11.756643,"Tristeza"
9.965784,0,18.761644,27.253497,0,0,0,0,27.4055,28.575425,0,0,0,0,0,55.980925,0,0,9.965784,0,38.371284,7.643856,0,0,"Neutro"
3.02327,0,17.683641,6.380822,0,9.965784,3.02327,0,10.965784,23.064463,0,0,9.965784,0,0,27.087733,0,0,3.02327,0,10.965784,13.098679,0,9.965784,"Neutro"
20.706911,0,11.866826,9.380822,20.893484,0,9.741127,0,21.247648,31.859268,0,0,20.893484,0,9.380822,32.573737,0,0,13.989054,0,15.954289,12.011216,0,20.893484,"Surpresa"
0,0,0,42.402657,0,0,0,0,15.505304,26.897353,0,0,7.965784,0,10.965784,23.471088,0,0,0,0,10.965784,23.471088,0,7.965784,"Surpresa"
8.643856,0,0,18.204302,0,0,0,0,10.045872,8.158429,0,8.643856,0,0,0,26.848158,0,0,8.643856,0,13.664782,4.53952,0,0,"Medo"
7.643856,0,0,19.60964,0,0,0,0,19.60964,0,7.643856,0,0,0,0,27.253497,0,0,0,7.643856,19.60964,0,0,0,"Neutro"
0,0,0,3.272297,9.965784,0,0,0,0,13.238082,0,0,9.965784,0,0,3.272297,0,0,0,0,3.272297,0,0,9.965784,"Surpresa"
31.897353,18.761644,0,14.887174,0,0,9.965784,7.795859,0,36.818743,10.965784,0,27.437921,0,0,28.727428,0,9.380822,31.897353,10.965784,7.795859,0,0,14.887174,"Alegria"
21.931569,8.158429,31.897353,19.931569,0,0,10.965784,9.965784,10.965784,30.897353,8.158429,10.965784,10.965784,0,10.965784,50.021567,9.965784,0,30.089998,9.965784,21.931569,8.965784,0,10.965784,"Neutro"
0,0,13.435714,7.158429,10.965784,0,0,0,0,31.559927,0,0,10.965784,0,0,13.435714,0,7.158429,0,0,0,13.435714,0,18.124214,"Alegria"
6.717857,0,6.058894,9.965784,0,7.643856,6.717857,0,16.024678,7.643856,0,0,7.643856,0,0,22.742535,0,0,0,0,16.024678,6.717857,0,7.643856,"Neutro"
6.643856,9.965784,0,13.646166,0,0,9.965784,0,6.265345,14.024678,0,0,0,0,0,30.255807,0,0,0,0,16.231129,14.024678,0,0,"Surpresa"
9.965784,0,0,9.965784,10.965784,9.965784,9.965784,0,9.965784,20.931569,0,0,20.931569,0,0,19.931569,0,0,9.965784,0,9.965784,0,0,20.931569,"Tristeza"
10.965784,0,7.158429,0,0,8.965784,0,0,0,16.124214,10.965784,0,8.965784,0,0,18.124214,0,0,0,10.965784,7.158429,0,0,8.965784,"Tristeza"
0,0,6.573467,10.965784,9.965784,0,0,0,6.573467,20.931569,0,0,0,9.965784,0,17.539251,0,0,0,0,6.573467,10.965784,0,9.965784,"Alegria"
