"otimism","frivolity","love","gloat","frustration","disaproval","envy","remorse","aggresiviness","rejection","rivalry","contempt","anxiety","awe","submission","coercion","class"
2.22,0.21,3.7,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0,"Tristeza"
0.14,-0.13,3.22,0,0.16,-0.24,0.35,-3.42,0.09,0,0,0.04,0.09,0,0.09,0,"Alegria"
0,0,0,0,0.09,0,0.04,-1.76,0,0,0,-0.17,0.04,0,0.04,0,"Tristeza"
0.22,-0.09,0.35,0,0,0,0,-2.03,0,-0.1,0.15,-0.27,0.14,0,0.14,0,"Tristeza"
0,0,0,0,0,0,0,-1.62,0,0,0,-0.19,0,0,0,-0.99,"SurpresaTristeza"
0.37,-0.06,2.16,0,0.14,0,0.14,0,0,0,0,0,0.16,0,0.16,0,"MedoTristeza"
0.22,-0.03,0.44,0,0,-0.13,0,-1.62,0,0,0,0.17,0.06,-0.12,-0.06,0,"SurpresaTristeza"
0.18,0,1.73,0,0,0,0,-1.06,0.23,0,0.25,0.35,0.1,0,0.1,0,"Medo"
2.39,0,2.48,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0,"AlegriaSurpresa"
0,-0.16,1.57,0,0,-0.07,0,-0.11,0,0,0,-0.04,0,0,0,0,"Neutro"
1.95,0,2.15,0,-0.35,0,0.15,-0.79,0,0,0,0,0,0,0.09,-0.09,"Tristeza"
0.17,0,0.25,0,0,0,0,0,0,0,0.14,-0.07,0.06,0,0.06,0,"MedoTristeza"
0,0.27,2.95,0,0,-0.11,0,-2.28,0,-0.01,0,-0.2,0,0,0,-0.14,"NeutroSurpresa"
1.8,-0.08,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,"AlegriaNeutro"
0,0,0,0,-0.07,0,0,0,0.09,0,0,0,0,0,0,0,"NeutroSurpresa"
1.88,0.03,3.64,0,0,-0.05,0,0,0,0,0,0,0.06,-0.1,0.06,0,"RaivaTristeza"
0.35,0,0.33,0,-0.27,0,0,-1.6,0,0,0,0,0.07,0,0.04,-0.99,"NeutroSurpresa"
0,0,1.58,0,-0.07,0,0,0,0.21,0,1.77,0,0,0,0,0,"DesgostoTristeza"
0.18,0,0.2,0,0,0,0,-1.06,0.23,0,0.25,0.35,0,0,0,0,"RaivaTristeza"
0,0,1.7,0,0,0,0,0,0,0,0,0,0.07,0,0.07,0,"Tristeza"
0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tristeza"
0,0,0,0,0.23,-0.05,0.03,-2.63,0.83,0,0,0.01,0.17,-0.1,0.17,-0.82,"Surpresa"
2.34,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tristeza"
0,0,0,0,0,0,0,-1.65,0,0,0,-0.24,-0.08,0,0,-0.07,"NeutroTristeza"
1.78,0,3.64,0,0,-1.95,0,-3.79,0,-0.01,0,-0.27,0,-1.88,0,-1.88,"DesgostoNeutro"
0.31,-0.01,1.77,0,0.28,0,0.19,0,0,0,0,0,0.51,0,0.51,0,"Alegria"
0,0.21,1.79,0,0.18,0,0.06,-1.75,0,0,0,-0.21,0,0,-0.1,-0.12,"AlegriaSurpresa"
0,0,0,-0.02,0.13,0,0.1,0,0,0,0,0,0.09,0,0.09,-0.08,"Tristeza"
0,0,0,0,0,0,0,-3.53,0,0,0,-0.48,0,0,0,0,"RaivaSurpresa"
1.58,0.21,2.87,0,0,0,0,-2.51,0,0,0,0.15,0,0,0,0,"MedoTristeza"
0,0,0.21,0,0,-0.13,0,-1.83,0,0,0,0,0,-0.09,-0.09,-0.83,"NeutroTristeza"
1.85,0,2.01,0,0,0,0,-1.56,0,0,0.15,0.23,0.17,0,0.17,0,"Medo"
1.78,0,1.9,0,0.04,0,0.13,0,0.12,0,0.1,0,-0.02,0,-0.02,0,"Alegria"
0.31,0,0.23,0,-0.07,0,0,-1.91,0.09,0,0,-0.35,0.2,0,0.2,0,"AlegriaSurpresa"
0,0.14,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tristeza"
2.18,0,2.1,0,0.17,0,0.27,-0.07,0,0,0,0,0.17,0,0.15,-0.75,"AlegriaTristeza"
0.44,0,0.54,0,0.15,0,0.17,0,0,0,0,0,0.07,0,0.07,0,"NeutroSurpresa"
0,0,1.73,0,0,0,0,-1.53,0,0,0,0.16,0,0,0,0,"AlegriaNeutro"
0,0.29,1.41,0,0.22,0,0.07,-1.68,0,0,0,-0.01,0.18,0,0.18,0,"AlegriaNeutro"
2.04,0.34,4,0,0.01,-0.59,0,-0.8,0,0,0,0,0.02,0,0.05,0,"Tristeza"
2.6,0.21,2.3,0,0,0,0,-1.45,0,0,0,-0.2,0.23,0,0.23,0,"RaivaTristeza"
0,0.43,4.69,0,0.11,0,0.19,-3.13,0,0,0,-0.53,0.02,0,0.02,0,"Tristeza"
0.2,0,0.2,0,-0.05,-0.15,0,-3.53,0,0,0,-0.26,0.06,0,0.12,0,"Tristeza"
3.68,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,"DesgostoSurpresa"
0.2,-0.15,0,-0.12,0.1,0,0.12,-1.81,0,-0.04,0,-0.43,0.09,-0.3,0.07,-0.3,"Alegria"
0.15,0.22,1.96,0,0,0,0,-3.14,0.18,0,0.24,0.2,-0.01,0,-0.01,0,"Tristeza"
0.34,-0.19,3.14,0,0,0,0,0,0,0,0,-0.19,0.14,0,0.14,0,"Surpresa"
1.78,0,1.9,0,0.19,0,-0.01,0,0,0,0,0,0.27,0,0.27,0,"Tristeza"
0.29,0.08,0.32,0,0,0,0,-1.93,0,0,0.08,-0.28,0.22,-0.13,0.22,0,"Neutro"
1.78,-0.13,2.65,0,0.12,0,0.09,-1.61,0,0,0,-0.13,0.07,0,0.02,0,"Neutro"
0,0,0,0,0.3,0,0.02,-0.34,0,0,0,-0.19,0.22,0,0.22,0,"Tristeza"
1.9,0,2.02,0,0,0,0,-1.35,0,0,0,0.08,0,0,0,0,"Medo"
1.72,-0.1,3.43,0,-0.6,-0.05,-0.62,-0.23,0,0,0,0,-0.52,-0.06,-0.49,-0.06,"Surpresa"
0,-0.07,1.44,0,0.3,0,0.21,0,0,0,0,0,0.2,0,0.2,0,"Surpresa"
0.28,0.01,0.18,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0,"Surpresa"
0.15,0,0.15,0,0,-0.2,0,-0.3,0,-0.05,0.13,-0.15,0,0,0,0,"Neutro"
0.2,0.02,1.29,0,0,0,0,-1.59,0,0,0,0.17,0.02,0,0,0,"Surpresa"
0.44,0,0.54,0,0,0,0,-3.15,0,0,0,-0.18,0.04,0,0.04,0,"Surpresa"
0.95,0.27,2.27,0,0.11,0,0.02,0,0,0,0,0,0.34,0,0.34,0,"Alegria"
0,0.29,1.48,-0.13,-0.08,0,0,-0.64,0,-0.01,0.07,-0.13,0.22,0,0,0.22,"Neutro"
1.61,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,"Medo"
0.48,0,0.45,0,0,0,0,0,0,0,0.17,0,0.16,0,0.05,0,"Tristeza"
0,-0.25,1.41,0,-0.07,0,0,-2.81,0.09,0,0,0.31,-0.02,0,-0.02,0,"Neutro"
0.2,0,0.2,0,-0.05,0,0,-1.89,0,0,0,-0.06,-0.06,0,0,0,"Medo"
0.33,0,0.41,0,-0.07,0,0,0,0.09,0,0,0,-0.01,0,-0.01,0,"Medo"
1.78,0,2.13,0,0.15,0,0.02,0,0,0,0,0,0.11,0,0.11,0,"Tristeza"
0,0,0,0,0.28,0,0.12,0,0,0,0,0,0.26,0,0.26,0,"Surpresa"
0.51,-0.34,1.96,0,0,0,0,-1.26,0,-0.1,0,0.07,0.14,0,0.09,0,"Tristeza"
0.42,0,0.39,0,0,0,0,-3.18,0.13,0,0.11,0.23,0.08,0,0.08,-0.73,"Tristeza"
0.67,-0.02,0.87,0,0,0,0,0,0.23,0.03,0.45,0,0.15,0,0.15,0,"Neutro"
1.78,0,2.11,0,0.12,0,0.2,-1.45,0.09,0,0,0.36,0.19,0,0.14,0,"Tristeza"
1.48,0,1.73,0,0,0,0,0,0.18,0,0.23,0,0.2,0,0.2,0,"Neutro"
2.59,-0.01,2.36,0,0,0,0,0,0,0,0,0,0.23,0,0.23,0,"Tristeza"
0.18,0.29,1.52,0,0,0,0,0,0,0,0,0,0.04,0,0.04,-0.75,"Alegria"
0.2,0,0.19,0,0,-0.18,0,-0.15,0,-0.06,0,-0.09,0.07,0,0.07,0,"Neutro"
0,0,0,0,0,0,0,-1.68,0,0,0,0,0,0,0,0,"Surpresa"
0.21,0.05,1.63,0,0,0,0,-1.68,0,0,0,-0.13,0.12,0,0.12,0,"Medo"
0.46,-0.09,5.38,0,-0.07,-0.12,0,0,0.09,0.01,0,0,0.19,0,0.19,0,"Neutro"
0.38,0,0.5,0,0,0,0,0,0,0,0,-0.06,-0.09,0,-0.09,0,"Neutro"
1.78,-0.13,1.9,0,0,-0.13,0,-0.34,0,0,0,0,0,-0.09,0,-0.09,"Alegria"
0,0,1.61,0,0,0,0,-1.89,0,0,0,-0.06,0.2,0,0.2,0,"Medo"
0.5,0.06,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,"Neutro"
0,0,0,-0.02,0,0,0,0,0,0,0,0.15,0,0,0,-0.08,"Medo"
0.2,0.3,1.61,0,0.11,0,0.03,-1.89,0.2,0,0.17,-0.06,0.15,0,0.15,0,"Neutro"
0,0,0.11,0,0.21,0,0.14,0,0,0,0,0.03,-0.03,0,-0.03,0,"Medo"
0,0.29,1.41,0,0.11,-0.09,0.03,-0.13,0,0,0,0.03,0.07,0,0.07,0,"Medo"
0,0,0.24,0,0.19,0,-0.01,0,0,0,0,0,0.2,0,0.1,0,"Alegria"
3.67,0,3.81,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,"Surpresa"
0,0,0,0,0.06,0,0.1,-1.64,0,0,0,-0.42,0,0,0,0,"Neutro"
0.1,0.06,3.06,0,0.09,0,0.04,-3.28,0,0,0,-0.32,0.06,0,0.06,0,"Medo"
0.11,-0.03,1.21,0,0,-0.05,0,-0.08,0,0.02,0,-0.01,0,0,0,0,"Surpresa"
0.26,0.09,1.87,0,0.1,0,0.17,-3.28,0,0,0,-0.11,0.16,0,0.16,0,"Alegria"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Surpresa"
0,0.16,3.3,0,0,0,0,-1.67,0,0,0,0.09,0,0,0,0,"Medo"
0.61,0,0.64,0,-0.69,0,-0.04,-0.94,0,0,0,0,-0.16,0,0.02,-0.18,"Surpresa"
0,0.01,0,0.08,0,0,0,-1.5,0,0,0,0.09,0,-0.19,0,-0.19,"Tristeza"
0.14,-0.68,3.47,0,0.11,0,0.06,-1.55,0.09,-0.03,0,-0.3,-0.04,0,-0.04,0,"Surpresa"
0,0,0,0,0,0,0,-1.98,0,0,0,0.21,0,0,0,-0.14,"Medo"
1.77,0.29,1.41,0,0,-1.69,0,0,0,0,0,-0.04,0,-1.45,0,0,"Medo"
0.42,-0.01,0.36,-0.13,-0.62,0,0,-2.75,0,-0.01,0,-0.13,0,0,0.14,-0.9,"Neutro"
1.28,0.21,2.3,0,0,0,0,0,0,0,0,0,0.28,0,0.29,0,"Surpresa"
0.12,-0.61,0.53,0,0.24,0,0.07,0,0,0.03,0,-0.02,0.27,0,0.27,0,"Medo"
1.24,0,1.06,0,0,0,0,-1.26,0,0,0.17,-0.05,0.38,0,0.38,0,"Neutro"
0,0.15,1.76,0,0,0,0,-1.36,0,0,0,-0.04,0,0,0,0,"Tristeza"
0.14,0,0.2,0,-0.62,0,0,-2.15,0.1,0,0.16,0.44,-0.02,0,0.16,-0.18,"RaivaTristeza"
0.43,0.15,0.37,0,0,-0.04,0,-0.15,0,0,0,0,0.09,-0.09,0.09,-0.09,"AlegriaNeutro"
0.38,0,0.5,0,0.18,0,0.06,-0.2,0,0,0,-0.06,-0.09,0,-0.09,0,"Neutro"
0.18,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,"NeutroSurpresa"
0.71,0,3.95,0,0,0,0,0,0,0,0,0,0.22,0,0.22,0,"AlegriaNeutro"
0.3,0,0.36,0,0.13,-0.08,0.1,-0.11,0,0,0,0,0.19,-0.11,0.09,-0.11,"NeutroTristeza"
0.33,-0.34,1.71,0,0,0,0,0,0.09,0,0.11,0,-0.01,0,-0.01,0,"Neutro"
3.28,0.01,1.66,-0.06,-0.15,0,0,-2.22,0.09,0,0.17,-0.3,0.22,-0.07,0,0.15,"DesgostoMedo"
0,0,0.28,0,0,0,0,0,0,0,0,0,0.15,0,0.15,0,"Tristeza"
2.16,0,2.32,0,0.01,0,0,-1.75,0,0,0,0,0.13,0,0.16,-0.8,"DesgostoTristeza"
0.19,0,0.21,0,0.21,0,0.36,0,0,0,0,0,0.15,0,0.15,0,"Alegria"
0.81,0.48,2.44,0,-0.07,0,0,0,0.09,0,0.17,0,0.13,0,0.11,0,"AlegriaNeutro"
2.67,0.01,3.96,0,-0.49,0,0,-2.4,0,0,0,0,-0.07,0,0.1,-0.17,"NeutroSurpresa"
0,0,0,0,0,0,0,-1.94,0,0,0,-0.82,0.17,0,0.17,0,"Neutro"
1.37,0,1.46,0,0,-0.14,0,-0.27,0.2,0,0.21,0,0.36,-0.12,0.36,-0.12,"NeutroSurpresa"
0,0,0,0,0,-0.13,0,-1.4,0,0,0,0.35,0,-0.09,0,-0.09,"DesgostoTristeza"
0,0,0,0,0.31,0,0.08,-1.91,0,0,0,-0.26,0.24,0,0.27,0,"Neutro"
0.18,0.07,0.11,0.07,0,-0.05,0.03,-1.57,0,0,0,-0.35,0.04,-0.1,-0.07,-0.85,"Surpresa"
1.77,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,"MedoTristeza"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MedoTristeza"
0,0,0.52,0,0,-0.19,0,-0.18,0,-0.09,0.11,0.05,0.11,0,0.06,0,"AlegriaNeutro"
0.18,0,0.11,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,"AlegriaNeutro"
2.11,-0.1,2,0,0,0,0,0,0.08,0,0,0,0,0,0,0,"AlegriaNeutro"
2.08,0,2.3,0,0.06,-0.2,0.05,-0.41,0,0.01,0.07,0.01,0.13,-0.09,0.13,-0.09,"Tristeza"
0.57,0,0.65,0,0.09,0,0.04,0,0,0,0,0,0.1,0,0.1,0,"DesgostoTristeza"
1.71,0,1.71,0,0.25,-0.12,0.13,-0.22,0,-0.01,0,-0.11,0.21,0,0.21,0,"SurpresaTristeza"
0,0,0,0,0,0,0,-1.64,0,0,0,-0.42,0.06,0,0.06,0,"DesgostoNeutro"
1.78,-0.24,3.25,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0,"RaivaTristeza"
1.83,0,1.87,0,-0.58,0,-0.51,0,0,0,0,0,-0.43,0,-0.43,0,"Neutro"
2.58,0,2.53,0,0.24,0,0.07,0,0,0,0,0,0.49,0,0.49,0,"RaivaTristeza"
2,0,1.86,0,0,0,0.16,-1.75,0.11,0,0,-0.12,0.05,0,-0.06,0,"Surpresa"
1.44,0.14,4.08,0,0.09,0,0.04,0,0,0,0.13,0,0.47,0,0.39,0,"Medo"
1.8,-0.14,3.41,0,0.19,0,-0.01,-0.1,0,0,0,-0.01,0.2,0,0.2,0,"Tristeza"
1.92,-0.01,0,-0.13,0.1,0,0.21,-1.9,0,-0.01,0,-0.99,0,0,0,0,"Neutro"
0,0.05,1.49,0,-0.07,0,0,-1.89,0.09,0,0,-0.06,-0.01,0,-0.01,0,"AlegriaNeutro"
0.18,0,0.11,0,0,0,0,0,0,0,0,0,0.07,0,0.07,0,"Tristeza"
0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,"Tristeza"
0.1,0.01,1.22,0,0.23,0,0.35,0,0,0,0,0,0.06,0,0.06,0,"Tristeza"
0.33,0,0.41,0,0,0,0,0,0,0,0,0,-0.01,0,-0.01,0,"DesgostoTristeza"
0,-0.01,0.12,0,0.28,-0.33,0.12,-0.38,0,0,0,0,0.39,-0.24,0.39,-0.24,"Neutro"
0.23,0,0.48,0,0,0,0,0,0,-0.1,0,-0.07,0.07,0,0.07,0,"SurpresaTristeza"
1.66,0.1,1.31,-0.02,0,0,0,-0.49,0,0,0,0,0,0,0,-0.22,"Tristeza"
0.12,0,0.1,0,0,0,0,0,0,0,0.28,-0.19,0.03,0,0.03,0,"NeutroSurpresa"
0.38,0,0.44,0,0,0,0,-3.1,0,0,0,0.08,0.09,0,0.09,0,"Neutro"
0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,"DesgostoTristeza"
0,0,0,0,0.23,-0.19,0.15,-0.25,0,0,0,0,0.19,0,0.19,0,"MedoTristeza"
3.5,0,3.67,0,0.28,0,0.4,-1.68,0,0,0,0.08,0.2,0,0.2,0,"MedoRaiva"
0,-0.16,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,"MedoTristeza"
0,0.05,0.13,0,-0.12,0,0,-5.54,0,0.02,0.1,-0.13,0.16,0,0,0.16,"Desgosto"
0,0,0,0,0,0,0,-3.82,0.12,0,0.1,-0.32,0.1,0,0.1,0,"Alegria"
1.91,0.21,3.54,0,0,0,0,-1.73,0,-0.05,0,-0.29,0.04,0,0.04,0,"Alegria"
0,0,0,0,0,0,0,-1.48,0,0,0,-0.01,0,0,0,0,"NeutroTristeza"
1.78,0.48,4.85,0,0.01,0,0,0,0.08,0,0.11,0,-0.03,-1.74,0,-1.74,"SurpresaTristeza"
0.35,0,0.37,0,0.19,0,-0.01,-1.5,0,0,0,0.23,0.28,0,0.28,0,"Tristeza"
0,0,0,0,0,0,0,-1.63,0,0,0,0,0,0,0,0,"SurpresaTristeza"
0.17,0.65,3.14,0,0,0,0,-5.06,0,0,0,-0.13,0.06,0,0.06,-1.1,"AlegriaSurpresa"
2.59,0.05,2.75,-0.04,0.02,0,0.1,-0.23,0,0,0,0,0.08,-0.1,0.19,-0.21,"MedoTristeza"
3.42,0.08,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tristeza"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DesgostoTristeza"
0.09,0,0.11,0,0,-0.07,0,-0.11,0,0,0,-0.04,0.08,0,0.08,0,"MedoTristeza"
0,-0.16,1.61,0,0,-1.85,0,-1.75,0,0,0,0,0,-1.88,0,-2.81,"DesgostoMedo"
0.89,0,0.84,0,0,0,0,-1.28,0,0,0,-0.01,0.1,0,0.1,0,"NeutroSurpresa"
0.26,0,0.27,0,0.24,0,0.1,-0.1,0,0,0,0,0.25,0,0.25,-0.07,"NeutroTristeza"
0,0,0,0,0.19,0,-0.01,0,0,0,0,0,0.2,0,0.2,-0.06,"MedoSurpresa"
1.59,0,1.62,0,0,0,0,-3.18,0,0.04,0.18,0.16,0,0,0,0,"NeutroSurpresa"
0.15,0,0.1,0,0,-0.05,0,-1.87,0,0,0,-0.42,0,-0.06,0,-0.06,"DesgostoSurpresa"
0.24,0.15,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,"MedoTristeza"
1.28,0,0.98,0,0.36,0,0.38,0,0,0,0,0,0.61,0,0.61,-0.71,"DesgostoTristeza"
0,0.11,1.91,0,0.3,0,0.08,0,0,0,0,0,0.3,0,0.3,0,"MedoSurpresa"
3.82,0.21,5.16,0,0.16,0,0.13,0,0,0,0,0,0.09,0,0.09,0,"Tristeza"
1.78,0,1.9,0,0,0,0,-3.3,0,0,0,-0.08,0,0,0,0,"MedoRaiva"
0.5,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,"MedoTristeza"
0.46,-0.09,3.49,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,"Tristeza"
1.57,-0.15,2.82,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,"DesgostoTristeza"
2.16,0,2.25,0,0,0,0,0,0,0,0,0,0.39,0,0.34,0,"RaivaTristeza"
2.65,0,2.44,0,0,-0.11,0,-1.57,0,-0.01,0,-0.28,0.17,0,0.17,0,"AlegriaSurpresa"
0,0,0,0,-0.28,0,0.07,-2.37,0,0,0,0.04,0.07,0,0.24,-0.17,"Neutro"
0.79,-0.23,2.24,0,0.18,-0.24,0.19,-1.97,0.12,0,0.1,-0.01,0.39,0,0.39,0,"AlegriaTristeza"
0,0.09,1.76,0,0,0,0,-3.08,0.11,0,0.18,-0.33,0,0,0,-0.74,"Tristeza"
0.14,0.15,1.68,0,-0.08,0,0,-4.47,0.14,0,0.17,-0.05,0.22,0,0,-0.51,"Tristeza"
2.26,0,0.4,0,0.16,0,0.13,-2.35,0,0.09,0,-0.2,0.43,0,0.28,0.15,"Tristeza"
0,0,0.21,0,0,0,0,-1.83,0,0,0,-0.02,0.06,0,0.01,0,"MedoTristeza"
3.06,0,2.83,0,0,0,0,-4.62,0,0,0,-0.88,0.41,0,0.41,0,"Tristeza"
1.26,0,0.73,0,0,0,0,0,0,0,0,0.15,0.53,0,0.53,0,"NeutroTristeza"
0.13,0.08,0.1,0,0,0,0,0,0,0,0,0,0.01,-0.13,0.01,0,"AlegriaSurpresa"
0.19,0,0.16,0,0.18,0,0.06,-1.91,0,-0.08,0.12,-0.69,0.07,0,0.07,0,"Neutro"
1.66,0,1.74,0,0,0,0,-1.63,0,0,0,0,0.29,0,0.29,0,"DesgostoTristeza"
0,-0.34,1.31,0,0,-0.22,0,-3.53,0,0,0,-0.31,0,-0.18,0,-0.18,"Desgosto"
1.92,0.07,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,"SurpresaTristeza"
0.36,0,0.29,0,0,-0.04,0.02,-1.75,0,0,0,-0.11,0.02,-0.09,-0.09,-0.09,"NeutroSurpresa"
0,0.03,3.08,0,0,0,0,-0.3,0,0,0,0,0,0,0,-0.22,"SurpresaTristeza"
0.89,0,0.84,0,0,0,0,-1.49,0,0,0,-0.11,0.1,0,0.1,0,"NeutroSurpresa"
1.93,0,0.2,0,0,0,0,-1.35,0,0,0,-0.06,0.14,0,0.14,0,"Tristeza"
0,0.04,3.15,0,0,0,0,-1.58,0,0,0,-0.3,0.1,0,0.1,0,"DesgostoNeutro"
2.66,0,2.82,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0,"DesgostoTristeza"
0.32,0,0.66,0,0.03,0,0.03,0,0,0,0,0,0.03,0,0.06,0,"Desgosto"
1.78,0,1.9,0,0,0,0,-2.45,0,0,0,-0.45,0,0,0,0,"MedoTristeza"
0.3,0,0.52,0,-0.07,0,0,0,0.09,0,0.17,0,0.16,0,0.16,0,"Neutro"
0,-0.09,0,0,0,0,0,-1.45,0.25,-0.1,0.11,-0.2,0,0,0,0,"Tristeza"
0.24,-0.02,2.19,0,0,0,0,-1.91,0,-0.1,0.15,-0.35,0,0,0,0,"Tristeza"
3.86,0,2.19,0,0,0,0,0,0.28,0,0.26,0,0.02,0,0.02,0,"DesgostoRaiva"
0.26,0,0.23,0,0.23,0,0.07,-0.64,0,0,0,0,0.39,0,0.17,0.22,"NeutroSurpresa"
0,0.37,1.55,0,0,0,0,0,0,-0.03,0,-0.15,0.17,0,0.17,0,"DesgostoNeutro"
0.61,0,0.58,0,0,-0.24,0,-0.44,0,0,0,0,0.11,0,0.11,0,"Neutro"
1.67,0,1.67,0,0,0,0,-3.32,0,0,0,-0.36,0.1,0,0.1,0,"Tristeza"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RaivaSurpresa"
0,0.43,3.12,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,"MedoTristeza"
0.42,0,0.43,0,0,-0.23,0,-0.37,0,0,0,0,0.06,-0.14,0.06,-0.14,"Neutro"
1.78,0.3,3.29,0,0.03,-0.14,0.28,-0.27,0,0,0,0,0.06,-0.12,-0.02,-0.12,"Raiva"
1.58,0,1.5,0,0,0,0,-1.56,0,0,0,0.23,0,0,0,0,"MedoTristeza"
2.52,-0.02,5.85,0,0.15,0,0.02,0,0.29,0,0.4,0,0.11,0,0.11,0,"DesgostoRaiva"
0.27,-0.22,1.44,0,0.13,0,0.16,-1.63,0,0,0,-0.3,0.19,0,0.19,0,"DesgostoTristeza"
3.56,0.02,1.82,0,0,-0.54,-0.3,-1.45,0.17,0,0.21,-0.2,0,-0.45,-0.45,0,"RaivaTristeza"
0,0.02,1.29,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,"DesgostoMedo"
0.2,0,0,0,0,0,0,0,0.15,0,0,0.13,0.02,0,0,0,"Alegria"
2.41,0,2.34,0,0,0,0,-1.89,0,0,0,-0.06,0.48,0,0.48,0,"Neutro"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NeutroSurpresa"
2.06,0.13,5.43,0,0,0,0,-1.3,0,0,0,0.32,0.02,0,0.02,0,"Neutro"
0.11,0.12,2.26,0,0,-0.59,0,-0.8,0.1,0,0.16,0,0,-0.2,-0.31,0,"MedoTristeza"
0.26,0,0.26,0,0.34,0,0.23,-1.45,0,0,0,-0.2,0.16,0,0.11,0,"MedoTristeza"
0,-0.09,0.22,0,0,0,0,0,0,-0.1,0,0,0,0,0,-0.06,"MedoTristeza"
0.89,0,0.84,0,0.08,0,0.13,-0.2,0,0,0,0,0.13,0,0.17,-0.04,"MedoTristeza"
2.34,0,4.1,0,0.01,-0.06,0,0,0,0.11,0,0,0.24,0,0.27,0,"Neutro"
0,-0.03,1.58,0,0,-0.19,0,-0.25,0,-0.06,0,-0.12,0,0,0,0,"SurpresaTristeza"
0.59,0,0.75,0,0,0,0,0,0.1,0,0.21,0,0.15,0,0.15,0,"Neutro"
0,0,0.11,0,0,-0.43,0,-0.58,0,-0.08,0.13,-0.23,0,0,-0.08,0,"Tristeza"
0,0.11,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,"Neutro"
